PPID,EFFDT,FEATURECD,TWP,RGE,MER,TRM
013000067T,09/02/2007,THEORETIC,110,21,3,110-21-3
01300005JL,09/02/2007,THEORETIC,110,22,3,110-22-3
0130000681,09/02/2007,THEORETIC,111,16,3,111-16-3
01300004G2,09/02/2007,THEORETIC,111,20,3,111-20-3
0130000569,09/02/2007,THEORETIC,112,17,3,112-17-3
01300005JY,09/02/2007,THEORETIC,112,18,3,112-18-3
013000056G,09/02/2007,THEORETIC,113,17,3,113-17-3
013000068G,09/02/2007,THEORETIC,113,18,3,113-18-3
01300004GA,09/02/2007,THEORETIC,113,23,3,113-23-3
013000005R,10/08/2009,SURVEYED,41,14,3,41-14-3
01300004FH,09/02/2007,THEORETIC,107,18,3,107-18-3
01300004FV,09/02/2007,THEORETIC,109,22,3,109-22-3
01300004G7,09/02/2007,THEORETIC,112,20,3,112-20-3
01300004GE,09/02/2007,THEORETIC,114,16,3,114-16-3
01300004GF,09/02/2007,THEORETIC,114,18,3,114-18-3
01300004GL,09/02/2007,THEORETIC,115,18,3,115-18-3
01300004GN,09/02/2007,THEORETIC,115,22,3,115-22-3
01300004GU,09/02/2007,THEORETIC,116,17,3,116-17-3
01300004H0,09/02/2007,THEORETIC,117,19,3,117-19-3
01300004H2,09/02/2007,THEORETIC,117,23,3,117-23-3
01300004H5,09/02/2007,THEORETIC,118,23,3,118-23-3
01300004HF,09/02/2007,THEORETIC,120,24,3,120-24-3
01300004HH,09/02/2007,THEORETIC,121,16,3,121-16-3
01300004HK,09/02/2007,THEORETIC,121,22,3,121-22-3
01300004HT,09/02/2007,THEORETIC,123,16,3,123-16-3
01300004HW,09/02/2007,THEORETIC,123,21,3,123-21-3
01300004HY,09/02/2007,THEORETIC,123,23,3,123-23-3
01300004JC,09/02/2007,THEORETIC,125,20,3,125-20-3
01300004JE,09/02/2007,THEORETIC,125,22,3,125-22-3
01300004JJ,09/02/2007,THEORETIC,126,21,3,126-21-3
01300004JP,09/02/2007,THEORETIC,127,20,3,127-20-3
01300005TR,09/02/2007,THEORETIC,95,16,3,95-16-3
01300005TU,09/02/2007,THEORETIC,95,22,3,95-22-3
01300005U9,09/02/2007,THEORETIC,98,24,3,98-24-3
01300005UK,09/02/2007,THEORETIC,100,24,3,100-24-3
01300005UU,09/02/2007,THEORETIC,102,17,3,102-17-3
01300005V0,09/02/2007,THEORETIC,103,16,3,103-16-3
01300005V9,09/02/2007,THEORETIC,104,20,3,104-20-3
01300005VD,09/02/2007,THEORETIC,105,20,3,105-20-3
01300005VH,09/02/2007,THEORETIC,106,16,3,106-16-3
01300005VP,09/02/2007,THEORETIC,107,20,3,107-20-3
01300005VU,09/02/2007,THEORETIC,108,21,3,108-21-3
01300005VV,09/02/2007,THEORETIC,108,23,3,108-23-3
01300005VY,09/02/2007,THEORETIC,109,19,3,109-19-3
01300005W6,09/02/2007,THEORETIC,110,17,3,110-17-3
01300005W9,09/02/2007,THEORETIC,110,20,3,110-20-3
01300005WE,09/02/2007,THEORETIC,111,19,3,111-19-3
01300005WW,09/02/2007,THEORETIC,114,21,3,114-21-3
01300005XC,09/02/2007,THEORETIC,116,22,3,116-22-3
01300005XJ,09/02/2007,THEORETIC,117,18,3,117-18-3
01300005XR,09/02/2007,THEORETIC,118,18,3,118-18-3
01300005XZ,09/02/2007,THEORETIC,119,19,3,119-19-3
01300005YF,09/02/2007,THEORETIC,123,17,3,123-17-3
01300005YU,09/02/2007,THEORETIC,125,17,3,125-17-3
01300005YV,09/02/2007,THEORETIC,125,19,3,125-19-3
01300005YZ,09/02/2007,THEORETIC,126,22,3,126-22-3
013000056R,09/02/2007,THEORETIC,114,20,3,114-20-3
01300005K9,09/02/2007,THEORETIC,114,22,3,114-22-3
013000044T,09/02/2007,THEORETIC,115,19,3,115-19-3
01300004U7,09/02/2007,THEORETIC,116,18,3,116-18-3
01300004GV,09/02/2007,THEORETIC,116,23,3,116-23-3
01300005XL,09/02/2007,THEORETIC,117,24,3,117-24-3
01300005XQ,09/02/2007,THEORETIC,118,16,3,118-16-3
013000069C,09/02/2007,THEORETIC,118,19,3,118-19-3
013000057N,09/02/2007,THEORETIC,119,16,3,119-16-3
01300003TQ,09/02/2007,THEORETIC,119,18,3,119-18-3
01300005KZ,09/02/2007,THEORETIC,119,21,3,119-21-3
01300004US,09/02/2007,THEORETIC,119,23,3,119-23-3
01300004UW,09/02/2007,THEORETIC,120,19,3,120-19-3
013000045Y,09/02/2007,THEORETIC,121,17,3,121-17-3
013000058B,09/02/2007,THEORETIC,122,16,3,122-16-3
01300006A4,09/02/2007,THEORETIC,122,22,3,122-22-3
013000046D,09/02/2007,THEORETIC,124,19,3,124-19-3
01300004VN,09/02/2007,THEORETIC,124,20,3,124-20-3
013000058R,09/02/2007,THEORETIC,125,16,3,125-16-3
01300006AF,09/02/2007,THEORETIC,125,18,3,125-18-3
01300005YX,09/02/2007,THEORETIC,126,16,3,126-16-3
013000058Z,09/02/2007,THEORETIC,126,19,3,126-19-3
01300005M6,09/02/2007,THEORETIC,126,20,3,126-20-3
0130000596,09/02/2007,THEORETIC,127,17,3,127-17-3
013000046X,09/02/2007,THEORETIC,127,18,3,127-18-3
01300003V8,09/02/2007,THEORETIC,127,21,3,127-21-3
01300004W6,09/02/2007,THEORETIC,127,22,3,127-22-3
013000065H,09/02/2007,THEORETIC,96,22,3,96-22-3
013000065W,09/02/2007,THEORETIC,98,22,3,98-22-3
0130000662,09/02/2007,THEORETIC,99,22,3,99-22-3
0130000665,09/02/2007,THEORETIC,100,20,3,100-20-3
013000066L,09/02/2007,THEORETIC,103,23,3,103-23-3
013000066Q,09/02/2007,THEORETIC,104,16,3,104-16-3
013000066R,09/02/2007,THEORETIC,104,17,3,104-17-3
013000066X,09/02/2007,THEORETIC,105,21,3,105-21-3
013000066Y,09/02/2007,THEORETIC,105,22,3,105-22-3
013000067E,09/02/2007,THEORETIC,108,19,3,108-19-3
0130000683,09/02/2007,THEORETIC,111,17,3,111-17-3
013000068V,09/02/2007,THEORETIC,115,20,3,115-20-3
0130000693,09/02/2007,THEORETIC,117,22,3,117-22-3
013000069A,09/02/2007,THEORETIC,118,17,3,118-17-3
013000069K,09/02/2007,THEORETIC,120,20,3,120-20-3
013000069U,09/02/2007,THEORETIC,121,19,3,121-19-3
013000069V,09/02/2007,THEORETIC,121,20,3,121-20-3
01300006A6,09/02/2007,THEORETIC,122,23,3,122-23-3
01300006AC,09/02/2007,THEORETIC,124,22,3,124-22-3
01300006AE,09/02/2007,THEORETIC,124,23,3,124-23-3
01300006HJ,09/02/2007,THEORETIC,95,21,3,95-21-3
01300006HM,09/02/2007,THEORETIC,96,20,3,96-20-3
01300006HV,09/02/2007,THEORETIC,98,19,3,98-19-3
01300006HZ,09/02/2007,THEORETIC,99,19,3,99-19-3
0130000078,09/02/2007,SURVEYED,98,25,3,98-25-3
0130000079,09/02/2007,SURVEYED,97,25,3,97-25-3
01300005GS,09/02/2007,THEORETIC,101,17,3,101-17-3
01300003R2,09/02/2007,THEORETIC,104,22,3,104-22-3
01300005W8,09/02/2007,THEORETIC,110,19,3,110-19-3
01300004UB,09/02/2007,THEORETIC,116,24,3,116-24-3
0130000077,09/02/2007,SURVEYED,99,25,3,99-25-3
013000007A,09/02/2007,SURVEYED,96,25,3,96-25-3
013000007B,09/02/2007,THEORETIC,95,25,3,95-25-3
013000007A,09/02/2007,THEORETIC,96,25,3,96-25-3
0130000078,09/02/2007,THEORETIC,98,25,3,98-25-3
01300004QH,09/02/2007,THEORETIC,96,16,3,96-16-3
01300004QV,09/02/2007,THEORETIC,97,20,3,97-20-3
01300004R5,09/02/2007,THEORETIC,99,23,3,99-23-3
01300004RM,09/02/2007,THEORETIC,101,22,3,101-22-3
0130000531,09/02/2007,THEORETIC,97,23,3,97-23-3
0130000539,09/02/2007,THEORETIC,98,23,3,98-23-3
013000053C,09/02/2007,THEORETIC,99,16,3,99-16-3
013000053G,09/02/2007,THEORETIC,99,21,3,99-21-3
01300005A4,09/02/2007,THEORETIC,65,03,2,65-03-2
0130000545,09/02/2007,THEORETIC,102,24,3,102-24-3
0130000548,09/02/2007,THEORETIC,103,21,3,103-21-3
0130000549,09/02/2007,THEORETIC,103,22,3,103-22-3
013000054K,09/02/2007,THEORETIC,104,23,3,104-23-3
013000054L,09/02/2007,THEORETIC,104,24,3,104-24-3
013000054T,09/02/2007,THEORETIC,105,19,3,105-19-3
0130000553,09/02/2007,THEORETIC,106,19,3,106-19-3
013000055B,09/02/2007,THEORETIC,107,17,3,107-17-3
013000055D,09/02/2007,THEORETIC,107,23,3,107-23-3
013000055U,09/02/2007,THEORETIC,110,18,3,110-18-3
013000056K,09/02/2007,THEORETIC,113,22,3,113-22-3
0130000571,09/02/2007,THEORETIC,116,19,3,116-19-3
0130000576,09/02/2007,THEORETIC,117,21,3,117-21-3
013000057G,09/02/2007,THEORETIC,118,21,3,118-21-3
013000057H,09/02/2007,THEORETIC,118,24,3,118-24-3
013000057Z,09/02/2007,THEORETIC,120,23,3,120-23-3
01300006DW,09/02/2007,THEORETIC,76,22,2,76-22-2
013000058G,09/02/2007,THEORETIC,123,20,3,123-20-3
013000058Y,09/02/2007,THEORETIC,126,17,3,126-17-3
01300005FT,09/02/2007,THEORETIC,96,17,3,96-17-3
01300005FU,09/02/2007,THEORETIC,96,19,3,96-19-3
01300004AW,09/02/2007,THEORETIC,80,22,2,80-22-2
01300006EK,09/02/2007,THEORETIC,80,26,2,80-26-2
01300003YQ,09/02/2007,THEORETIC,80,05,2,80-05-2
013000062P,09/02/2007,THEORETIC,80,06,2,80-06-2
013000062T,09/02/2007,THEORETIC,81,18,2,81-18-2
01300004B4,09/02/2007,THEORETIC,81,21,2,81-21-2
01300004RR,09/02/2007,THEORETIC,102,19,3,102-19-3
01300004RY,09/02/2007,THEORETIC,103,17,3,103-17-3
01300004RZ,09/02/2007,THEORETIC,103,19,3,103-19-3
01300004S0,09/02/2007,THEORETIC,103,24,3,103-24-3
01300004SB,09/02/2007,THEORETIC,105,17,3,105-17-3
01300004SH,09/02/2007,THEORETIC,106,23,3,106-23-3
01300004SM,09/02/2007,THEORETIC,107,16,3,107-16-3
01300004SR,09/02/2007,THEORETIC,107,21,3,107-21-3
01300004SZ,09/02/2007,THEORETIC,108,22,3,108-22-3
01300004T4,09/02/2007,THEORETIC,109,20,3,109-20-3
01300004TG,09/02/2007,THEORETIC,111,21,3,111-21-3
01300004TJ,09/02/2007,THEORETIC,112,23,3,112-23-3
01300004TQ,09/02/2007,THEORETIC,113,19,3,113-19-3
01300004U2,09/02/2007,THEORETIC,115,23,3,115-23-3
01300004U8,09/02/2007,THEORETIC,116,20,3,116-20-3
01300004UH,09/02/2007,THEORETIC,117,20,3,117-20-3
01300004UQ,09/02/2007,THEORETIC,118,20,3,118-20-3
01300004UX,09/02/2007,THEORETIC,120,21,3,120-21-3
01300004V3,09/02/2007,THEORETIC,121,18,3,121-18-3
01300004VF,09/02/2007,THEORETIC,123,22,3,123-22-3
01300004VW,09/02/2007,THEORETIC,125,21,3,125-21-3
01300004W5,09/02/2007,THEORETIC,127,19,3,127-19-3
013000052U,09/02/2007,THEORETIC,96,23,3,96-23-3
0130000530,09/02/2007,THEORETIC,97,21,3,97-21-3
01300005G2,09/02/2007,THEORETIC,98,20,3,98-20-3
01300005GB,09/02/2007,THEORETIC,99,24,3,99-24-3
01300005GK,09/02/2007,THEORETIC,100,17,3,100-17-3
01300005GL,09/02/2007,THEORETIC,100,18,3,100-18-3
01300005GM,09/02/2007,THEORETIC,100,19,3,100-19-3
01300005GV,09/02/2007,THEORETIC,101,20,3,101-20-3
01300005GX,09/02/2007,THEORETIC,101,24,3,101-24-3
013000032F,22/12/2008,SURVEYED,08,03,2,08-03-2
01300002U5,22/12/2008,SURVEYED,13,33,1,13-33-1
013000010Y,22/12/2008,SURVEYED,50,18,2,50-18-2
01300003LB,22/12/2008,SURVEYED,17,16,2,17-16-2
0130000218,22/12/2008,SURVEYED,30,18,2,30-18-2
01300001R4,22/12/2008,SURVEYED,36,03,2,36-03-2
01300003LQ,22/12/2008,SURVEYED,16,17,2,16-17-2
01300002SK,22/12/2008,SURVEYED,14,03,2,14-03-2
013000019X,22/12/2008,SURVEYED,45,17,2,45-17-2
013000019U,22/12/2008,SURVEYED,45,16,2,45-16-2
013000032G,22/12/2008,SURVEYED,08,04,2,08-04-2
01300003Q0,22/12/2008,SURVEYED,02,20,2,02-20-2
013000010W,22/12/2008,SURVEYED,50,17,2,50-17-2
01300002UG,22/12/2008,SURVEYED,13,03,2,13-03-2
0130000263,22/12/2008,SURVEYED,27,05,3,27-05-3
01300001SV,22/12/2008,SURVEYED,35,03,2,35-03-2
013000032D,22/12/2008,SURVEYED,08,02,2,08-02-2
013000027L,22/12/2008,SURVEYED,26,05,3,26-05-3
01300003BL,18/09/2009,SURVEYED,03,03,3,03-03-3
01300003Q9,18/09/2009,SURVEYED,01,03,3,01-03-3
01300003PX,18/09/2009,SURVEYED,02,03,3,02-03-3
01300001FF,02/11/2010,SURVEYED,42,16,2,42-16-2
01300001FH,02/11/2010,SURVEYED,42,17,2,42-17-2
01300000XC,02/11/2010,SURVEYED,52,22,2,52-22-2
01300001NC,02/11/2010,SURVEYED,38,26,2,38-26-2
01300001QC,02/11/2010,SURVEYED,37,19,2,37-19-2
01300002VZ,25/04/2012,SURVEYED,12,20,3,12-20-3
01300002S4,25/04/2012,SURVEYED,14,31,1,14-31-1
01300002GG,25/04/2012,SURVEYED,20,33,1,20-33-1
01300003NU,25/04/2012,SURVEYED,05,13,2,05-13-2
01300002RV,25/04/2012,SURVEYED,15,24,2,15-24-2
01300001SP,25/04/2012,SURVEYED,35,31,1,35-31-1
01300002CQ,25/04/2012,SURVEYED,22,31,1,22-31-1
01300003FJ,25/04/2012,SURVEYED,35,32,1,35-32-1
01300001YM,25/04/2012,SURVEYED,31,33,1,31-33-1
01300002GJ,25/04/2012,SURVEYED,20,01,2,20-01-2
013000010F,24/04/2012,SURVEYED,50,04,3,50-04-3
01300001U4,25/04/2012,SURVEYED,34,31,1,34-31-1
013000026T,25/04/2012,SURVEYED,26,01,2,26-01-2
01300001K1,07/07/2014,SURVEYED,40,15,2,40-15-2
0130000328,07/07/2014,SURVEYED,08,34,1,08-34-1
013000012Z,07/07/2014,SURVEYED,48,24,3,48-24-3
01300002AY,07/07/2014,SURVEYED,24,25,2,24-25-2
01300002E8,07/07/2014,SURVEYED,22,25,2,22-25-2
0130000237,07/07/2014,SURVEYED,28,25,3,28-25-3
01300003C8,07/07/2014,SURVEYED,02,22,3,02-22-3
01300001TC,07/07/2014,SURVEYED,35,03,3,35-03-3
01300001TE,07/07/2014,SURVEYED,35,02,3,35-02-3
013000037K,07/07/2014,SURVEYED,05,31,1,05-31-1
01300003DM,07/07/2014,SURVEYED,02,24,2,02-24-2
013000029G,07/07/2014,SURVEYED,25,25,2,25-25-2
01300002RN,07/07/2014,SURVEYED,14,26,3,14-26-3
01300001P6,07/07/2014,SURVEYED,37,02,2,37-02-2
013000039Z,07/07/2014,SURVEYED,03,28,3,03-28-3
01300002GS,07/07/2014,SURVEYED,20,16,3,20-16-3
01300003BK,07/07/2014,SURVEYED,02,28,3,02-28-3
013000038C,07/07/2014,SURVEYED,05,06,3,05-06-3
013000038B,07/07/2014,SURVEYED,05,07,3,05-07-3
013000039X,07/07/2014,SURVEYED,04,06,3,04-06-3
013000033K,07/07/2014,SURVEYED,07,25,3,07-25-3
013000037H,07/07/2014,SURVEYED,05,30,1,05-30-1
0130000162,07/07/2014,SURVEYED,46,26,3,46-26-3
01300003C9,07/07/2014,SURVEYED,02,21,3,02-21-3
01300003J5,27/02/2019,SURVEYED,25,05,2,25-05-2
0130000214,27/02/2019,SURVEYED,30,28,2,30-28-2
013000031G,27/02/2019,SURVEYED,08,27,3,08-27-3
013000026L,27/02/2019,SURVEYED,26,30,1,26-30-1
01300001QG,27/02/2019,SURVEYED,37,21,2,37-21-2
01300002WC,24/06/2015,SURVEYED,12,05,2,12-05-2
01300003P7,09/02/2007,SURVEYED,04,14,2,04-14-2
01300003P8,09/02/2007,SURVEYED,04,17,2,04-17-2
01300003PL,09/02/2007,SURVEYED,03,16,2,03-16-2
0130000210,27/02/2019,SURVEYED,30,02,3,30-02-3
01300002CF,27/02/2019,SURVEYED,23,25,2,23-25-2
01300001ZL,27/02/2019,SURVEYED,31,25,2,31-25-2
01300001H0,27/02/2019,SURVEYED,40,26,3,40-26-3
01300002GP,09/02/2007,SURVEYED,20,04,2,20-04-2
01300002D1,27/02/2019,SURVEYED,22,04,2,22-04-2
01300001Z1,09/02/2007,SURVEYED,31,08,2,31-08-2
01300003PZ,24/06/2015,SURVEYED,02,29,2,02-29-2
0130000204,09/02/2007,SURVEYED,30,05,2,30-05-2
0130000207,09/02/2007,SURVEYED,30,08,2,30-08-2
01300001YZ,09/02/2007,SURVEYED,31,07,2,31-07-2
0130000222,09/02/2007,SURVEYED,29,08,2,29-08-2
01300003CT,24/06/2015,SURVEYED,02,07,2,02-07-2
013000023W,09/02/2007,SURVEYED,28,08,2,28-08-2
01300002Y3,24/06/2015,SURVEYED,11,08,2,11-08-2
013000025H,09/02/2007,SURVEYED,27,06,2,27-06-2
01300002XY,27/02/2019,SURVEYED,11,06,2,11-06-2
013000028F,09/02/2007,SURVEYED,25,03,2,25-03-2
01300002BF,27/02/2019,SURVEYED,23,04,2,23-04-2
0130000188,24/06/2015,SURVEYED,46,22,2,46-22-2
01300002BN,09/02/2007,SURVEYED,23,09,2,23-09-2
013000023Z,09/02/2007,SURVEYED,28,10,2,28-10-2
013000025M,09/02/2007,SURVEYED,27,09,2,27-09-2
013000025P,09/02/2007,SURVEYED,27,10,2,27-10-2
013000029Z,09/02/2007,SURVEYED,24,04,2,24-04-2
01300002ET,09/02/2007,SURVEYED,21,03,2,21-03-2
01300002MR,27/02/2019,SURVEYED,17,11,3,17-11-3
01300000YD,24/06/2015,SURVEYED,51,08,2,51-08-2
01300002F5,09/02/2007,SURVEYED,21,10,2,21-10-2
0130000254,27/02/2019,SURVEYED,27,30,1,27-30-1
0130000051,24/06/2015,SURVEYED,46,21,2,46-21-2
013000021X,27/02/2019,SURVEYED,29,05,2,29-05-2
01300000YC,24/06/2015,SURVEYED,51,07,2,51-07-2
01300003DE,24/06/2015,SURVEYED,02,28,2,02-28-2
01300002D2,27/02/2019,SURVEYED,22,05,2,22-05-2
01300002UN,24/06/2015,SURVEYED,13,06,2,13-06-2
01300002GZ,09/02/2007,SURVEYED,20,10,2,20-10-2
01300002JA,09/02/2007,SURVEYED,19,04,2,19-04-2
013000022U,27/02/2019,SURVEYED,29,02,3,29-02-3
0130000362,24/06/2015,SURVEYED,06,03,2,06-03-2
01300003BU,24/06/2015,SURVEYED,03,29,2,03-29-2
01300002PG,09/02/2007,SURVEYED,16,08,2,16-08-2
01300001T1,27/02/2019,SURVEYED,35,08,3,35-08-3
01300002T3,27/02/2019,SURVEYED,14,05,3,14-05-3
01300001NL,27/02/2019,SURVEYED,38,21,2,38-21-2
01300002Y0,27/02/2019,SURVEYED,11,07,2,11-07-2
0130000203,27/02/2019,SURVEYED,30,19,3,30-19-3
01300000LS,09/02/2007,THEORETIC,56,12,3,56-12-3
01300000QB,09/02/2007,THEORETIC,55,10,3,55-10-3
01300003RU,09/02/2007,THEORETIC,108,02,3,108-02-3
01300005X5,09/02/2007,THEORETIC,116,01,3,116-01-3
01300004UF,09/02/2007,THEORETIC,117,16,2,117-16-2
01300000S7,09/02/2007,THEORETIC,54,13,3,54-13-3
01300000U7,09/02/2007,SURVEYED,53,12,3,53-12-3
01300000VQ,09/02/2007,THEORETIC,53,13,3,53-13-3
01300000WL,09/02/2007,SURVEYED,52,07,3,52-07-3
01300000EF,09/02/2007,THEORETIC,63,14,3,63-14-3
01300000ER,09/02/2007,THEORETIC,63,13,3,63-13-3
01300000EL,09/02/2007,SURVEYED,63,09,3,63-09-3
01300000FA,09/02/2007,THEORETIC,62,14,3,62-14-3
01300000GH,09/02/2007,SURVEYED,60,09,3,60-09-3
01300000HN,09/02/2007,THEORETIC,59,13,3,59-13-3
01300000JD,09/02/2007,THEORETIC,59,12,3,59-12-3
01300000HU,09/02/2007,THEORETIC,59,09,3,59-09-3
01300000HV,09/02/2007,THEORETIC,59,08,3,59-08-3
01300000K6,09/02/2007,THEORETIC,58,12,3,58-12-3
01300000M1,09/02/2007,THEORETIC,57,10,3,57-10-3
01300000QC,09/02/2007,THEORETIC,56,10,3,56-10-3
01300000Q1,09/02/2007,THEORETIC,55,13,3,55-13-3
01300000RW,09/02/2007,THEORETIC,55,09,3,55-09-3
01300000SK,09/02/2007,SURVEYED,54,07,3,54-07-3
013000032J,19/08/2015,SURVEYED,08,05,2,08-05-2
01300000JC,09/02/2007,THEORETIC,58,13,3,58-13-3
01300000JH,09/02/2007,THEORETIC,58,08,3,58-08-3
01300003M3,19/08/2015,SURVEYED,12,06,2,12-06-2
013000002V,09/02/2007,SURVEYED,53,10,3,53-10-3
01300000VQ,09/02/2007,THEORETIC,53,13,3,53-13-3
01300000K5,09/02/2007,THEORETIC,57,13,3,57-13-3
01300000LR,09/02/2007,THEORETIC,57,12,3,57-12-3
01300000LW,09/02/2007,THEORETIC,57,11,3,57-11-3
01300000GB,09/02/2007,THEORETIC,60,13,3,60-13-3
013000011D,19/08/2015,SURVEYED,49,17,3,49-17-3
01300000HW,09/02/2007,THEORETIC,59,07,3,59-07-3
01300000K6,09/02/2007,SURVEYED,58,12,3,58-12-3
01300000JF,09/02/2007,THEORETIC,58,11,3,58-11-3
01300000JM,09/02/2007,THEORETIC,58,07,3,58-07-3
01300000K2,09/02/2007,SURVEYED,57,14,3,57-14-3
013000029D,18/08/2015,SURVEYED,25,27,2,25-27-2
01300000LM,09/02/2007,THEORETIC,56,13,3,56-13-3
01300000MD,09/02/2007,THEORETIC,56,08,3,56-08-3
01300000PW,09/02/2007,SURVEYED,55,14,3,55-14-3
01300000QK,09/02/2007,SURVEYED,55,08,3,55-08-3
01300000SG,09/02/2007,SURVEYED,54,08,3,54-08-3
0130000100,09/02/2007,SURVEYED,50,10,3,50-10-3
0130000102,09/02/2007,SURVEYED,50,09,3,50-09-3
01300002AV,18/08/2015,SURVEYED,24,27,2,24-27-2
013000013T,09/02/2007,SURVEYED,48,10,3,48-10-3
013000011F,19/08/2015,SURVEYED,49,16,3,49-16-3
01300000Y5,09/02/2007,SURVEYED,51,09,3,51-09-3
01300000ZU,09/02/2007,SURVEYED,50,13,3,50-13-3
013000011P,09/02/2007,SURVEYED,49,14,3,49-14-3
013000011Z,09/02/2007,SURVEYED,49,11,3,49-11-3
0130000121,09/02/2007,SURVEYED,49,10,3,49-10-3
013000013C,09/02/2007,SURVEYED,48,14,3,48-14-3
01300005H1,09/02/2007,THEORETIC,102,18,3,102-18-3
01300005H3,09/02/2007,THEORETIC,102,21,3,102-21-3
01300005H5,09/02/2007,THEORETIC,102,23,3,102-23-3
01300003RA,09/02/2007,THEORETIC,105,24,3,105-24-3
01300003RJ,09/02/2007,THEORETIC,106,22,3,106-22-3
01300003RQ,09/02/2007,THEORETIC,107,22,3,107-22-3
01300003RX,09/02/2007,THEORETIC,109,17,3,109-17-3
01300003S9,09/02/2007,THEORETIC,111,22,3,111-22-3
01300003SL,09/02/2007,THEORETIC,113,16,3,113-16-3
01300003TE,09/02/2007,THEORETIC,118,22,3,118-22-3
01300003TR,09/02/2007,THEORETIC,119,22,3,119-22-3
01300003TS,09/02/2007,THEORETIC,119,24,3,119-24-3
01300003U1,09/02/2007,THEORETIC,121,23,3,121-23-3
01300003U7,09/02/2007,THEORETIC,122,17,3,122-17-3
01300003UB,09/02/2007,THEORETIC,122,21,3,122-21-3
01300003UW,09/02/2007,THEORETIC,125,23,3,125-23-3
01300003V2,09/02/2007,THEORETIC,126,18,3,126-18-3
01300003VA,09/02/2007,THEORETIC,127,23,3,127-23-3
01300005FE,09/02/2007,THEORETIC,95,19,3,95-19-3
01300004DF,09/02/2007,THEORETIC,95,23,3,95-23-3
01300005FJ,09/02/2007,THEORETIC,95,24,3,95-24-3
01300006HL,09/02/2007,THEORETIC,96,18,3,96-18-3
013000041L,09/02/2007,THEORETIC,96,21,3,96-21-3
013000065J,09/02/2007,THEORETIC,96,24,3,96-24-3
01300005FZ,09/02/2007,THEORETIC,97,22,3,97-22-3
01300005U3,09/02/2007,THEORETIC,97,24,3,97-24-3
0130000079,09/02/2007,THEORETIC,97,25,3,97-25-3
013000041Z,09/02/2007,THEORETIC,98,16,3,98-16-3
0130000536,09/02/2007,THEORETIC,98,17,3,98-17-3
01300004E4,09/02/2007,THEORETIC,98,18,3,98-18-3
01300005U7,09/02/2007,THEORETIC,98,21,3,98-21-3
01300004R4,09/02/2007,THEORETIC,99,17,3,99-17-3
0130000428,09/02/2007,THEORETIC,99,20,3,99-20-3
01300005HG,09/02/2007,THEORETIC,104,21,3,104-21-3
01300005HQ,09/02/2007,THEORETIC,105,16,3,105-16-3
01300005HV,09/02/2007,THEORETIC,106,18,3,106-18-3
01300005JM,09/02/2007,THEORETIC,110,23,3,110-23-3
01300005K7,09/02/2007,THEORETIC,114,17,3,114-17-3
01300005K8,09/02/2007,THEORETIC,114,19,3,114-19-3
01300005KE,09/02/2007,THEORETIC,115,16,3,115-16-3
01300005KG,09/02/2007,THEORETIC,115,24,3,115-24-3
01300005KX,09/02/2007,THEORETIC,119,17,3,119-17-3
01300005L8,09/02/2007,THEORETIC,120,16,3,120-16-3
01300005L9,09/02/2007,THEORETIC,120,22,3,120-22-3
01300005LC,09/02/2007,THEORETIC,121,21,3,121-21-3
01300005LG,09/02/2007,THEORETIC,122,19,3,122-19-3
01300005LH,09/02/2007,THEORETIC,122,20,3,122-20-3
01300005LN,09/02/2007,THEORETIC,123,18,3,123-18-3
0130000432,09/02/2007,THEORETIC,105,18,3,105-18-3
013000043A,09/02/2007,THEORETIC,106,24,3,106-24-3
013000043N,09/02/2007,THEORETIC,108,20,3,108-20-3
013000043W,09/02/2007,THEORETIC,110,16,3,110-16-3
0130000444,09/02/2007,THEORETIC,111,23,3,111-23-3
0130000447,09/02/2007,THEORETIC,112,19,3,112-19-3
0130000449,09/02/2007,THEORETIC,112,21,3,112-21-3
013000044F,09/02/2007,THEORETIC,113,20,3,113-20-3
013000044M,09/02/2007,THEORETIC,114,23,3,114-23-3
013000044S,09/02/2007,THEORETIC,115,17,3,115-17-3
013000044U,09/02/2007,THEORETIC,115,21,3,115-21-3
013000045J,09/02/2007,THEORETIC,119,20,3,119-20-3
013000045Q,09/02/2007,THEORETIC,120,17,3,120-17-3
0130000460,09/02/2007,THEORETIC,121,24,3,121-24-3
0130000463,09/02/2007,THEORETIC,122,18,3,122-18-3
013000046A,09/02/2007,THEORETIC,123,19,3,123-19-3
013000046B,09/02/2007,THEORETIC,124,17,3,124-17-3
013000046C,09/02/2007,THEORETIC,124,18,3,124-18-3
013000046E,09/02/2007,THEORETIC,124,21,3,124-21-3
013000046S,09/02/2007,THEORETIC,126,23,3,126-23-3
013000046W,09/02/2007,THEORETIC,127,16,3,127-16-3
0130000689,09/02/2007,THEORETIC,112,16,3,112-16-3
013000056C,09/02/2007,THEORETIC,112,09,3,112-09-3
01300003SJ,09/02/2007,THEORETIC,113,14,3,113-14-3
01300004G5,09/02/2007,THEORETIC,111,09,3,111-09-3
01300004G9,09/02/2007,THEORETIC,112,08,3,112-08-3
01300004GB,09/02/2007,THEORETIC,113,08,3,113-08-3
01300004HB,09/02/2007,THEORETIC,119,09,3,119-09-3
01300004HG,09/02/2007,THEORETIC,121,15,3,121-15-3
01300004HP,09/02/2007,THEORETIC,122,12,3,122-12-3
